"time","NZL Wind Direction (Degs)","NZL Wind Speed (M/Sec)","NZL Lat","NZL Long","NZL time_time","NZL time diff","NZL_Lat_difference","NZL_Long_difference","NZL_Distance.to.next","NZL_Speed","Wind Direction (Degs) (#1)","Wind Speed (M/Sec) (#1)","USA Lat","USA Long","USA time_time (#1)","USA time diff","USA_Lat_difference","USA_Long_difference","USA_Distance.to.next","USA_Speed","Distance_NZL_USA"
"14:03:47",250.8,17.8,37.8218552,-122.4260379,"14:03:47",1.0,-5.080000000390328E-5,1.5989999999987958E-4,2.8148650000358064E-8,2.8148650000358064E-8,250.8,17.8,37.8219759,-122.4264879,"14:03:47",1.0,-4.7099999996191855E-5,1.795999999956166E-4,3.447456999806676E-8,3.447456999806676E-8,4.659060956886244E-4
"14:03:48",250.7,17.7,37.8218044,-122.425878,"14:03:48",1.0,-6.639999999435986E-5,1.601000000022168E-4,3.004096999996081E-8,3.004096999996081E-8,250.7,17.7,37.8219288,-122.4263083,"14:03:48",1.0,-4.770000000320351E-5,1.8560000000888977E-4,3.672265000360549E-8,3.672265000360549E-8,4.479212542460456E-4
"14:03:49",250.5,17.5,37.821738,-122.4257179,"14:03:49",1.0,-6.680000000613973E-5,1.7139999999926658E-4,3.384020000056885E-8,3.384020000056885E-8,250.6,17.5,37.8218811,-122.4261227,"14:03:49",1.0,-5.019999999689162E-5,1.8639999998981693E-4,3.7264999995891675E-8,3.7264999995891675E-8,4.293491003802399E-4
"14:03:50",250.4,17.4,37.8216712,-122.4255465,"14:03:50",1.0,-5.8499999994410246E-5,1.8609999999341653E-4,3.805545999689563E-8,3.805545999689563E-8,250.4,17.4,37.8218309,-122.4259363,"14:03:50",1.0,-5.579999999838492E-5,1.847999999995409E-4,3.726467999965007E-8,3.726467999965007E-8,4.21245925805271E-4
"14:03:51",250.3,17.2,37.8216127,-122.4253604,"14:03:51",1.0,-6.0400000002402976E-5,1.9260000000542732E-4,4.074292000238088E-8,4.074292000238088E-8,250.3,17.2,37.8217751,-122.4257515,"14:03:51",1.0,-6.150000000104683E-5,1.8210000000351556E-4,3.694266000140913E-8,3.694266000140913E-8,4.234772366981533E-4
"14:03:52",250.2,17.1,37.8215523,-122.4251678,"14:03:52",1.0,-6.079999999997199E-5,1.9939999999962765E-4,4.34569999998481E-8,4.34569999998481E-8,250.2,17.1,37.8217136,-122.4255694,"14:03:52",1.0,-5.9000000000253294E-5,1.8620000000169057E-4,3.815144000065946E-8,3.815144000065946E-8,4.3278198900082446E-4
"14:03:53",250.1,17.0,37.8214915,-122.4249684,"14:03:53",1.0,-6.410000000300897E-5,2.022999999979902E-4,4.503409999957258E-8,4.503409999957258E-8,250.1,17.0,37.8216546,-122.4253832,"14:03:53",1.0,-6.259999999969068E-5,1.8679999999449137E-4,3.8812999997903254E-8,3.8812999997903254E-8,4.457136412561408E-4
"14:03:54",250.1,16.9,37.8214274,-122.4247661,"14:03:54",1.0,-5.549999999487909E-5,2.0979999999326537E-4,4.7096289996605734E-8,4.7096289996605734E-8,250.1,16.9,37.821592,-122.4251964,"14:03:54",1.0,-7.040000000557711E-5,1.8430000000080327E-4,3.892265000108134E-8,3.892265000108134E-8,4.6070733660965576E-4
"14:03:55",250.0,16.7,37.8213719,-122.4245563,"14:03:55",1.0,-6.220000000212167E-5,2.116000000000895E-4,4.864340000030181E-8,4.864340000030181E-8,250.0,16.7,37.8215216,-122.4250121,"14:03:55",1.0,-6.969999999739684E-5,1.9230000000902692E-4,4.183738000310887E-8,4.183738000310887E-8,4.79753822283879E-4
"14:03:56",250.0,16.6,37.8213097,-122.4243447,"14:03:56",1.0,-7.420000000024629E-5,2.0849999999938973E-4,4.897788999978207E-8,4.897788999978207E-8,250.0,16.6,37.8214519,-122.4248198,"14:03:56",1.0,-7.689999999627162E-5,1.9799999999747797E-4,4.511760999842785E-8,4.511760999842785E-8,4.959242381542057E-4
"14:03:57",250.0,16.5,37.8212355,-122.4241362,"14:03:57",1.0,-7.790000000085229E-5,2.0720000000551408E-4,4.9000250002417825E-8,4.9000250002417825E-8,250.0,16.5,37.821375,-122.4246218,"14:03:57",1.0,-8.270000000010214E-5,1.9910000000322725E-4,4.6480100001301984E-8,4.6480100001301984E-8,5.052401508110362E-4
"14:03:58",250.0,16.4,37.8211576,-122.423929,"14:03:58",1.0,-8.100000000155205E-5,1.965999999953283E-4,4.5212559998414514E-8,4.5212559998414514E-8,250.0,16.4,37.8212923,-122.4244227,"14:03:58",1.0,-7.540000000005875E-5,2.0729999999957727E-4,4.8658449999833594E-8,4.8658449999833594E-8,5.117458158049113E-4
"14:03:59",250.1,16.2,37.8210766,-122.4237324,"14:03:59",1.0,-7.970000000057098E-5,1.9530000000145264E-4,4.4494180000658415E-8,4.4494180000658415E-8,250.1,16.2,37.8212169,-122.4242154,"14:03:59",1.0,-7.930000000300197E-5,2.096999999992022E-4,5.026258000014151E-8,5.026258000014151E-8,5.029643028986723E-4
"14:04:00",250.1,16.0,37.8209969,-122.4235371,"14:04:00",1.0,-7.069999999487209E-5,2.020000000015898E-4,4.580248999991719E-8,4.580248999991719E-8,250.1,16.1,37.8211376,-122.4240057,"14:04:00",1.0,-8.700000000061436E-5,2.1110000000135187E-4,5.213221000067766E-8,5.213221000067766E-8,4.89267258246563E-4
"14:04:01",250.1,15.9,37.8209262,-122.4233351,"14:04:01",1.0,-6.410000000300897E-5,2.0349999999780266E-4,4.5521059999491437E-8,4.5521059999491437E-8,250.1,15.9,37.8210506,-122.4237946,"14:04:01",1.0,-7.970000000057098E-5,2.1919999998942785E-4,5.440072999545618E-8,5.440072999545618E-8,4.7604160531509635E-4
"14:04:02",250.2,15.7,37.8208621,-122.4231316,"14:04:02",1.0,-6.640000000146529E-5,2.039000000024771E-4,4.598417000120475E-8,4.598417000120475E-8,250.2,15.7,37.8209709,-122.4235754,"14:04:02",1.0,-7.389999999674046E-5,2.2450000000162618E-4,5.586146000024839E-8,5.586146000024839E-8,4.5694187814131383E-4
"14:04:03",250.2,15.5,37.8207957,-122.4229277,"14:04:03",1.0,-7.379999999557185E-5,2.0670000000677646E-4,4.817133000214779E-8,4.817133000214779E-8,250.2,15.6,37.820897,-122.4233509,"14:04:03",1.0,-6.47000000029152E-5,2.3120000000176333E-4,5.763953000119259E-8,5.763953000119259E-8,4.351550643173337E-4
"14:04:04",250.2,15.4,37.8207219,-122.422721,"14:04:04",1.0,-6.830000000235259E-5,2.1699999999214015E-4,5.175388999691019E-8,5.175388999691019E-8,250.2,15.4,37.8208323,-122.4231197,"14:04:04",1.0,-5.010000000282844E-5,2.3799999999596366E-4,5.9154009998362114E-8,5.9154009998362114E-8,4.1370261058333726E-4
"14:04:05",250.2,15.3,37.8206536,-122.422504,"14:04:05",1.0,-5.2799999998853764E-5,2.2570000000143864E-4,5.372833000052836E-8,5.372833000052836E-8,250.2,15.3,37.8207822,-122.4228817,"14:04:05",1.0,-6.669999999786569E-5,2.2640000000251348E-4,5.570585000085339E-8,5.570585000085339E-8,3.98992794421314E-4
"14:04:06",250.2,15.1,37.8206008,-122.4222783,"14:04:06",1.0,-3.759999999886077E-5,2.3310000000265063E-4,5.5749370001150056E-8,5.5749370001150056E-8,250.2,15.2,37.8207155,-122.4226553,"14:04:06",1.0,-6.419999999707215E-5,2.209000000021888E-4,5.291845000059107E-8,5.291845000059107E-8,3.940622920296244E-4
"14:04:07",250.2,15.0,37.8205632,-122.4220452,"14:04:07",1.0,-4.2700000001616445E-5,2.3039999999241445E-4,5.490744999664262E-8,5.490744999664262E-8,250.2,15.0,37.8206513,-122.4224344,"14:04:07",1.0,-4.8599999999510146E-5,2.2439999999335214E-4,5.2717319996968824E-8,5.2717319996968824E-8,3.990466764683769E-4
"14:04:08",250.1,15.0,37.8205205,-122.4218148,"14:04:08",1.0,-5.560000000315313E-5,2.243000000134998E-4,5.340185000640664E-8,5.340185000640664E-8,250.1,15.0,37.8206027,-122.42221,"14:04:08",1.0,-5.010000000282844E-5,2.1810000001210028E-4,5.007762000556155E-8,5.007762000556155E-8,4.0365812267323495E-4
"14:04:09",250.1,14.9,37.8204649,-122.4215905,"14:04:09",1.0,-5.099999999913507E-5,2.294999999890024E-4,5.527124999486387E-8,5.527124999486387E-8,250.1,14.9,37.8205526,-122.4219919,"14:04:09",1.0,-4.090000000189775E-5,2.211999999985892E-4,5.0602249999531094E-8,5.0602249999531094E-8,4.1086889636631494E-4
"14:04:10",250.0,14.9,37.8204139,-122.421361,"14:04:10",1.0,-3.1700000000967066E-5,2.3670000000208802E-4,5.703178000104978E-8,5.703178000104978E-8,250.0,14.9,37.8205117,-122.4217707,"14:04:10",1.0,-5.219999999894753E-5,2.1399999999971442E-4,4.8520839999767897E-8,4.8520839999767897E-8,4.212112652730601E-4
"14:04:11",250.0,14.9,37.8203822,-122.4211243,"14:04:11",1.0,-3.0299999998817384E-5,2.3529999999993834E-4,5.628417999989931E-8,5.628417999989931E-8,250.0,14.9,37.8204595,-122.4215567,"14:04:11",1.0,-4.539999999764177E-5,2.1850000000256387E-4,4.980341000090628E-8,4.980341000090628E-8,4.3925510810343587E-4
"14:04:12",249.9,14.9,37.8203519,-122.420889,"14:04:12",1.0,-4.150000000180398E-5,2.324000000015758E-4,5.573201000088216E-8,5.573201000088216E-8,249.9,14.9,37.8204141,-122.4213382,"14:04:12",1.0,-5.469999999974107E-5,2.1719999999447737E-4,5.0167929997572636E-8,5.0167929997572636E-8,4.5348592039060986E-4
"14:04:13",249.9,14.9,37.8203104,-122.4206566,"14:04:13",1.0,-3.989999999731708E-5,2.3199999999690135E-4,5.541600999834813E-8,5.541600999834813E-8,249.9,14.9,37.8203594,-122.421121,"14:04:13",1.0,-5.589999999955353E-5,2.1579999999232768E-4,4.9694449996638715E-8,4.9694449996638715E-8,4.669779009749772E-4
"14:04:14",249.8,14.9,37.8202705,-122.4204246,"14:04:14",1.0,-4.03999999960547E-5,2.323000000075126E-4,5.5595450003171576E-8,5.5595450003171576E-8,249.8,14.9,37.8203035,-122.4209052,"14:04:14",1.0,-4.8400000004278354E-5,2.219000000138749E-4,5.1582170006571824E-8,5.1582170006571824E-8,4.817316265339665E-4
"14:04:15",249.8,15.0,37.8202301,-122.4201923,"14:04:15",1.0,-4.660000000455966E-5,2.3000000000195087E-4,5.5071560001322355E-8,5.5071560001322355E-8,249.8,15.0,37.8202551,-122.4206833,"14:04:15",1.0,-5.2999999994085556E-5,2.2469999998975254E-4,5.3299089994767866E-8,5.3299089994767866E-8,4.916360442404873E-4
"14:04:16",249.8,15.1,37.8201835,-122.4199623,"14:04:16",1.0,-3.669999999544871E-5,2.326999999979762E-4,5.549617999872406E-8,5.549617999872406E-8,249.8,15.1,37.8202021,-122.4204586,"14:04:16",1.0,-5.220000000605296E-5,2.2450000000162618E-4,5.312509000136208E-8,5.312509000136208E-8,4.96648416899699E-4
"14:04:17",249.8,15.1,37.8201468,-122.4197296,"14:04:17",1.0,-5.560000000315313E-5,2.2520000000270102E-4,5.3806400001567164E-8,5.3806400001567164E-8,249.8,15.1,37.8201499,-122.4202341,"14:04:17",1.0,-4.6499999996285624E-5,2.2450000000162618E-4,5.256250000038472E-8,5.256250000038472E-8,5.04509524196763E-4
"14:04:18",249.8,15.2,37.8200912,-122.4195044,"14:04:18",1.0,-5.689999999702877E-5,2.230999999994765E-4,5.301121999942829E-8,5.301121999942829E-8,249.8,15.2,37.8201034,-122.4200096,"14:04:18",1.0,-4.770000000320351E-5,2.2389999999461452E-4,5.240649999789399E-8,5.240649999789399E-8,5.053472865331213E-4
"14:04:19",249.8,15.3,37.8200343,-122.4192813,"14:04:19",1.0,-3.829999999993561E-5,2.313999999898897E-4,5.501284999531602E-8,5.501284999531602E-8,249.8,15.3,37.8200557,-122.4197857,"14:04:19",1.0,-4.7799999997266696E-5,2.228000000030761E-4,5.19246800011094E-8,5.19246800011094E-8,5.048537610150365E-4
"14:04:20",249.8,15.4,37.819996,-122.4190499,"14:04:20",1.0,-4.3600000005028505E-5,2.3080000001129974E-4,5.516960000565444E-8,5.516960000565444E-8,249.8,15.4,37.8200079,-122.4195629,"14:04:20",1.0,-4.8599999999510146E-5,2.2030000000938799E-4,5.0894050004088736E-8,5.0894050004088736E-8,5.13138002878234E-4
"14:04:21",249.8,15.4,37.8199524,-122.4188191,"14:04:21",1.0,-4.1199999998298154E-5,2.309999999994261E-4,5.505843999959463E-8,5.505843999959463E-8,249.8,15.4,37.8199593,-122.4193426,"14:04:21",1.0,-5.2900000000022374E-5,2.2189999999966403E-4,5.2038019999853264E-8,5.2038019999853264E-8,5.235454708045218E-4
"14:04:22",249.8,15.5,37.8199112,-122.4185881,"14:04:22",1.0,-3.480000000166683E-5,2.3149999999816373E-4,5.480328999926582E-8,5.480328999926582E-8,249.8,15.5,37.8199064,-122.4191207,"14:04:22",1.0,-5.039999999922884E-5,2.2299999999120246E-4,5.226915999599856E-8,5.226915999599856E-8,5.326216293013567E-4
"14:04:23",249.9,15.6,37.8198764,-122.4183566,"14:04:23",1.0,-4.080000000072914E-5,2.2799999999278953E-4,5.364863999677152E-8,5.364863999677152E-8,249.8,15.6,37.819856,-122.4188977,"14:04:23",1.0,-3.8199999998767E-5,2.266000000048507E-4,5.2806800002104136E-8,5.2806800002104136E-8,5.414844134479188E-4
"14:04:24",249.9,15.7,37.8198356,-122.4181286,"14:04:24",1.0,-4.2199999995773396E-5,2.2839999999746396E-4,5.394739999848482E-8,5.394739999848482E-8,249.9,15.7,37.8198178,-122.4186711,"14:04:24",1.0,-3.840000000110422E-5,2.2579999999550182E-4,5.246019999805343E-8,5.246019999805343E-8,5.427919398755987E-4
"14:04:25",249.9,15.8,37.8197934,-122.4179002,"14:04:25",1.0,-3.399999999942338E-5,2.324000000015758E-4,5.516576000069322E-8,5.516576000069322E-8,249.9,15.8,37.8197794,-122.4184453,"14:04:25",1.0,-4.8400000004278354E-5,2.2269999999480206E-4,5.193784999809898E-8,5.193784999809898E-8,5.452797538843844E-4
"14:04:26",249.9,15.8,37.8197594,-122.4176678,"14:04:26",1.0,-4.369999999909169E-5,2.2930000000087603E-4,5.448818000032236E-8,5.448818000032236E-8,249.9,15.8,37.819731,-122.4182226,"14:04:26",1.0,-4.569999999404217E-5,2.228000000030761E-4,5.172833000082616E-8,5.172833000082616E-8,5.555264170171788E-4
"14:04:27",249.9,15.9,37.8197157,-122.4174385,"14:04:27",1.0,-3.510000000517266E-5,2.3060000000896252E-4,5.440837000449664E-8,5.440837000449664E-8,249.9,15.9,37.8196853,-122.4179998,"14:04:27",1.0,-4.3100000006290884E-5,2.2260000000073887E-4,5.1408370000871225E-8,5.1408370000871225E-8,5.621226289709663E-4
"14:04:28",249.9,15.9,37.8196806,-122.4172079,"14:04:28",1.0,-2.9999999995311555E-5,2.307999999970889E-4,5.4168639998374926E-8,5.4168639998374926E-8,249.9,15.9,37.8196422,-122.4177772,"14:04:28",1.0,-4.489999999890415E-5,2.2359999999821412E-4,5.201296999910295E-8,5.201296999910295E-8,5.705935944353891E-4
"14:04:29",249.9,16.0,37.8196506,-122.4169771,"14:04:29",1.0,-3.700000000605996E-5,2.250000000003638E-4,5.199400000061214E-8,5.199400000061214E-8,249.9,16.0,37.8195973,-122.4175536,"14:04:29",1.0,-4.2299999996942006E-5,2.24400000007563E-4,5.2144650003135566E-8,5.2144650003135566E-8,5.789586686542918E-4
"14:04:30",249.9,16.0,37.8196136,-122.4167521,"14:04:30",1.0,-3.969999999497986E-5,2.252999999967642E-4,5.233617999814335E-8,5.233617999814335E-8,249.9,16.0,37.819555,-122.4173292,"14:04:30",1.0,-3.7400000003628975E-5,2.2419999999101492E-4,5.1664399996242536E-8,5.1664399996242536E-8,5.800675564110026E-4
"14:04:31",249.9,16.1,37.8195739,-122.4165268,"14:04:31",1.0,-3.530000000040445E-5,2.2769999999638912E-4,5.309337999838416E-8,5.309337999838416E-8,249.9,16.0,37.8195176,-122.417105,"14:04:31",1.0,-4.1099999997129544E-5,2.230000000054133E-4,5.141821000217838E-8,5.141821000217838E-8,5.809345316025521E-4
"14:04:32",249.9,16.1,37.8195386,-122.4162991,"14:04:32",1.0,-2.789999999919246E-5,2.2940000000915006E-4,5.3402770004152994E-8,5.3402770004152994E-8,249.9,16.1,37.8194765,-122.416882,"14:04:32",1.0,-3.960000000091668E-5,2.2409999999695174E-4,5.1788969998706374E-8,5.1788969998706374E-8,5.861986182152444E-4
"14:04:33",250.1,16.1,37.8195107,-122.4160697,"14:04:33",1.0,-3.2000000004472895E-5,2.2599999999783904E-4,5.209999999930951E-8,5.209999999930951E-8,250.1,16.1,37.8194369,-122.4166579,"14:04:33",1.0,-3.910000000217906E-5,2.2479999999802658E-4,5.206384999928315E-8,5.206384999928315E-8,5.928116733095466E-4
"14:04:34",250.2,16.1,37.8194787,-122.4158437,"14:04:34",1.0,-3.439999999699239E-5,2.2380000000055134E-4,5.1269800000039855E-8,5.1269800000039855E-8,250.2,16.1,37.8193978,-122.4164331,"14:04:34",1.0,-3.530000000040445E-5,2.2360000001242497E-4,5.1243050005585E-8,5.1243050005585E-8,5.949261887087627E-4
"14:04:35",250.3,16.2,37.8194443,-122.4156199,"14:04:35",1.0,-4.069999999956053E-5,2.2129999999265237E-4,5.063017999671217E-8,5.063017999671217E-8,250.3,16.2,37.8193625,-122.4162095,"14:04:35",1.0,-3.65999999942801E-5,2.2289999999713928E-4,5.102396999830599E-8,5.102396999830599E-8,5.952473435456018E-4
"14:04:36",250.5,16.2,37.8194036,-122.4153986,"14:04:36",1.0,-3.5900000000310683E-5,2.2189999999966403E-4,5.0528419999873206E-8,5.0528419999873206E-8,250.5,16.2,37.8193259,-122.4159866,"14:04:36",1.0,-3.850000000227283E-5,2.211999999985892E-4,5.041168999955086E-8,5.041168999955086E-8,5.931115325063021E-4
"14:04:37",250.7,16.3,37.8193677,-122.4151767,"14:04:37",1.0,-4.419999999782931E-5,2.1990000000471355E-4,5.030965000188113E-8,5.030965000188113E-8,250.7,16.3,37.8192874,-122.4157654,"14:04:37",1.0,-3.6899999997785926E-5,2.214000000009264E-4,5.037957000024681E-8,5.037957000024681E-8,5.941513106890683E-4
"14:04:38",251.0,16.3,37.8193235,-122.4149568,"14:04:38",1.0,-4.2200000002878824E-5,2.2049999999751435E-4,5.0401089999146804E-8,5.0401089999146804E-8,250.9,16.3,37.8192505,-122.415544,"14:04:38",1.0,-3.6700000002554134E-5,2.2029999999517713E-4,4.987897999806252E-8,4.987897999806252E-8,5.917202379486348E-4
"14:04:39",251.2,16.3,37.8192813,-122.4147363,"14:04:39",1.0,-3.490000000283544E-5,2.2230000000433847E-4,5.06353000021268E-8,5.06353000021268E-8,251.2,16.3,37.8192138,-122.4153237,"14:04:39",1.0,-3.6600000001385524E-5,2.2099999999625197E-4,5.018055999844479E-8,5.018055999844479E-8,5.912656002176055E-4
"14:04:40",251.5,16.4,37.8192464,-122.414514,"14:04:40",1.0,-3.5499999995636244E-5,2.2210000000200125E-4,5.058866000057913E-8,5.058866000057913E-8,251.5,16.4,37.8191772,-122.4151027,"14:04:40",1.0,-3.350000000068576E-5,2.2210000000200125E-4,5.04506600009349E-8,5.04506600009349E-8,5.927531779838953E-4
"14:04:41",251.7,16.4,37.8192109,-122.4142919,"14:04:41",1.0,-3.5900000000310683E-5,2.200999999928399E-4,4.973281999687043E-8,4.973281999687043E-8,251.7,16.4,37.8191437,-122.4148806,"14:04:41",1.0,-3.279999999961092E-5,2.2010000000705077E-4,4.9519850003078225E-8,4.9519850003078225E-8,5.925230206588531E-4
"14:04:42",252.0,16.4,37.819175,-122.4140718,"14:04:42",1.0,-4.100000000306636E-5,2.173000000027514E-4,4.89002900014472E-8,4.89002900014472E-8,252.0,16.4,37.8191109,-122.4146605,"14:04:42",1.0,-3.360000000185437E-5,2.1999999999877673E-4,4.952895999958638E-8,4.952895999958638E-8,5.921794491485221E-4
"14:04:43",252.1,16.5,37.819134,-122.4138545,"14:04:43",1.0,-3.829999999993561E-5,2.1990000000471355E-4,4.982290000206809E-8,4.982290000206809E-8,252.1,16.5,37.8190773,-122.4144405,"14:04:43",1.0,-3.769999999292395E-5,2.214000000009264E-4,5.043924999987668E-8,5.043924999987668E-8,5.887366898693789E-4
"14:04:44",252.3,16.5,37.8190957,-122.4136346,"14:04:44",1.0,-2.8799999995499093E-5,2.236999999922773E-4,5.0871129996285616E-8,5.0871129996285616E-8,252.3,16.5,37.8190396,-122.4142191,"14:04:44",1.0,-3.490000000283544E-5,2.2330000000181371E-4,5.1080900001007923E-8,5.1080900001007923E-8,5.871860522883665E-4
"14:04:45",252.4,16.5,37.8190669,-122.4134109,"14:04:45",1.0,-1.4300000003686364E-5,2.269000000012511E-4,5.1688100000673184E-8,5.1688100000673184E-8,252.4,16.5,37.8190047,-122.4139958,"14:04:45",1.0,-3.470000000049822E-5,2.2159999998905278E-4,5.0310649995182765E-8,5.0310649995182765E-8,5.881979683675314E-4
"14:04:46",252.4,16.5,37.8190526,-122.413184,"14:04:46",1.0,-4.099999998175008E-6,2.2640000000251348E-4,5.127377000112314E-8,5.127377000112314E-8,252.4,16.5,37.81897,-122.4137742,"14:04:46",1.0,-2.400000000335467E-5,2.21100000004526E-4,4.946121000216243E-8,4.946121000216243E-8,5.959520114955335E-4
"14:04:47",252.4,16.6,37.8190485,-122.4129576,"14:04:47",1.0,-6.100000000230921E-6,2.233999999958769E-4,4.9944769998160616E-8,4.9944769998160616E-8,252.4,16.6,37.818946,-122.4135531,"14:04:47",1.0,-1.9199999996999395E-5,2.216999999973268E-4,4.9519529998699485E-8,4.9519529998699485E-8,6.042569817587932E-4
"14:04:48",252.4,16.6,37.8190424,-122.4127342,"14:04:48",1.0,-9.900000002005527E-6,2.214000000009264E-4,4.911597000044992E-8,4.911597000044992E-8,252.4,16.6,37.8189268,-122.4133314,"14:04:48",1.0,-2.5499999999567535E-5,2.2230000000433847E-4,5.006754000190683E-8,5.006754000190683E-8,6.082854593049921E-4
"14:04:49",252.4,16.6,37.8190325,-122.4125128,"14:04:49",1.0,-1.9699999995737016E-5,2.1909999999536467E-4,4.839289999780084E-8,4.839289999780084E-8,252.4,16.6,37.8189013,-122.4131091,"14:04:49",1.0,-2.400000000335467E-5,2.2380000000055134E-4,5.06624400004078E-8,5.06624400004078E-8,6.105629615340266E-4
"14:04:50",252.3,16.6,37.8190128,-122.4122937,"14:04:50",1.0,-1.860000000419859E-5,2.1910000000957552E-4,4.835077000435218E-8,4.835077000435218E-8,252.3,16.6,37.8188773,-122.4128853,"14:04:50",1.0,-1.3099999996768474E-5,2.228000000030761E-4,4.981145000128604E-8,4.981145000128604E-8,6.069191132211394E-4
"14:04:51",252.2,16.5,37.8189942,-122.4120746,"14:04:51",1.0,-1.780000000195514E-5,2.2029999999517713E-4,4.884892999794465E-8,4.884892999794465E-8,252.2,16.5,37.8188642,-122.4126625,"14:04:51",1.0,-8.299999997518626E-6,2.1859999999662705E-4,4.7854849998484154E-8,4.7854849998484154E-8,6.021016608504173E-4
"14:04:52",252.1,16.5,37.8189764,-122.4118543,"14:04:52",1.0,-1.639999999980546E-5,2.2260000000073887E-4,4.981972000032257E-8,4.981972000032257E-8,252.2,16.5,37.8188559,-122.4124439,"14:04:52",1.0,-1.2400000002799061E-5,2.1560000000420132E-4,4.663712000188102E-8,4.663712000188102E-8,6.017876785013762E-4
"14:04:53",252.1,16.4,37.81896,-122.4116317,"14:04:53",1.0,-6.999999996537554E-6,2.233999999958769E-4,4.9956559998109324E-8,4.9956559998109324E-8,252.1,16.4,37.8188435,-122.4122283,"14:04:53",1.0,-6.100000000230921E-6,2.1359999999503998E-4,4.56621699978839E-8,4.56621699978839E-8,6.078682505219846E-4
"14:04:54",251.9,16.3,37.818953,-122.4114083,"14:04:54",1.0,1.6999999985500835E-6,2.2380000000055134E-4,5.0089330000241846E-8,5.0089330000241846E-8,251.9,16.3,37.8188374,-122.4120147,"14:04:54",1.0,-6.900000002474371E-6,2.110000000072887E-4,4.4568610003109976E-8,4.4568610003109976E-8,6.17320273435453E-4
"14:04:55",251.8,16.3,37.8189547,-122.4111845,"14:04:55",1.0,2.8999999983625457E-6,2.2010000000705077E-4,4.8452420003094255E-8,4.8452420003094255E-8,251.8,16.3,37.8188305,-122.4118037,"14:04:55",1.0,-1.089999999948077E-5,2.1039999998606618E-4,4.4386969994125326E-8,4.4386969994125326E-8,6.315332770220636E-4
"14:04:56",251.6,16.2,37.8189576,-122.4109644,"14:04:56",1.0,-9.999999406318238E-8,2.1970000000237633E-4,4.8268100001042973E-8,4.8268100001042973E-8,251.6,16.2,37.8188196,-122.4115933,"14:04:56",1.0,-1.9399999999336615E-5,2.116000000000895E-4,4.5150920000012136E-8,4.5150920000012136E-8,6.438627260618951E-4
"14:04:57",251.5,16.1,37.8189575,-122.4107447,"14:04:57",1.0,-1.4500000006023583E-5,2.195000000000391E-4,4.839050000019185E-8,4.839050000019185E-8,251.5,16.1,37.8188002,-122.4113817,"14:04:57",1.0,-1.650000000097407E-5,2.1370000000331402E-4,4.593994000144856E-8,4.593994000144856E-8,6.561343536323726E-4
"14:04:58",251.3,16.0,37.818943,-122.4105252,"14:04:58",1.0,-1.079999999831216E-5,2.1919999998942785E-4,4.816527999532871E-8,4.816527999532871E-8,251.3,16.0,37.8187837,-122.411168,"14:04:58",1.0,-1.589999999396241E-5,2.1060000000261425E-4,4.460517000090913E-8,4.460517000090913E-8,6.622449169385213E-4
"14:04:59",251.2,15.9,37.8189322,-122.410306,"14:04:59",1.0,2.0000000020559128E-6,2.186000000108379E-4,4.7789960004746555E-8,4.7789960004746555E-8,251.2,15.9,37.8187678,-122.4109574,"14:04:59",1.0,-1.3000000002705292E-5,2.115000000060263E-4,4.490125000261947E-8,4.490125000261947E-8,6.718253642074295E-4
"14:05:00",251.1,15.9,37.8189342,-122.4100874,"14:05:00",1.0,5.600000001493299E-6,2.1749999999087777E-4,4.7337609996048556E-8,4.7337609996048556E-8,251.1,15.9,37.8187548,-122.4107459,"14:05:00",1.0,-1.730000000321752E-5,2.1289999999396514E-4,4.5625699997541683E-8,4.5625699997541683E-8,6.825002637364272E-4
"14:05:01",251.0,15.9,37.8189398,-122.4098699,"14:05:01",1.0,9.999999974752427E-7,2.1440000000438886E-4,4.5968360001876893E-8,4.5968360001876893E-8,251.0,15.9,37.8187375,-122.410533,"14:05:01",1.0,-1.1799999995787402E-5,2.1420000000205164E-4,4.60208800007795E-8,4.60208800007795E-8,6.932726015054416E-4
"14:05:02",250.9,15.9,37.8189408,-122.4096555,"14:05:02",1.0,-3.399999997100167E-6,2.1399999999971442E-4,4.580755999985805E-8,4.580755999985805E-8,250.9,15.9,37.8187257,-122.4103188,"14:05:02",1.0,-1.3100000003873902E-5,2.1519999999952688E-4,4.648264999989787E-8,4.648264999989787E-8,6.973054567393362E-4
"14:05:03",250.6,15.9,37.8189374,-122.4094415,"14:05:03",1.0,-3.800000001774606E-6,2.1399999999971442E-4,4.581043999989126E-8,4.581043999989126E-8,250.6,15.9,37.8187126,-122.4101036,"14:05:03",1.0,-1.2200000000461841E-5,2.151000000054637E-4,4.641685000236175E-8,4.641685000236175E-8,6.992220319767661E-4
"14:05:04",250.3,16.0,37.8189336,-122.4092275,"14:05:04",1.0,-2.600000001962144E-6,2.1560000000420132E-4,4.649012000182181E-8,4.649012000182181E-8,250.3,16.0,37.8187004,-122.4098885,"14:05:04",1.0,-9.199999993825259E-6,2.1509999999125284E-4,4.635264999612336E-8,4.635264999612336E-8,7.009302675684594E-4
